REGION,COUNTRY,KW1,KW2,PROJECT TITLE,CLIENT,Name of Client,Duration  (months),EUR Value of assignment,Origin of funding,Start Year,Duration
Asia,Vietnam,WS,WS,"Capacity Building for Water Resources Management, Sub-project 1: national coordination for WRM",Hydrosult,Asian Development Bank,7 Months,26010,,2004,7 Months
Global,Global,WS,WS,Preparation of pamphlet “Denmark’s Development Cooperation in Water and Sanitation - Danish Contributions to developing countries to meet the targets on water and sanitation specified in the Millennium Development Declaration and the Johannesburg Summit on Sustainable Development”,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2004,1 Months
Global,Global,WS,WS,"AMCOW-TAC and EUWI Working Group on The Africa Water Supply and Sanitation Component, to establish a strategic water and sanitation partnership between Africa and the EU",Danida,"Ministry of Foreign Affairs, Denmark",-1264 Months,65170.16465,Denmark,2003,-1264 Months
Africa,Ghana,WS,WS,"Appraisal of Water Sector Programme Support, Phase 3",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,51630,Denmark,2003,3 Months
Africa,Kenya,WS,WS,Preparation of Water and Sanitation Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,21640,Denmark,2003,3 Months
Africa,Kenya,WS,WS,Joint Formulation of the Kenyan-Danish Cooperation in the Water and Sanitation Sector 2004-2007,Danida,"Ministry of Foreign Affairs, Denmark",4 Months,182760,Denmark,2003,4 Months
Africa,Uganda,WS,WS,"Joint Annual Sector Review, Water Sector, Uganda",Danida,"Ministry of Foreign Affairs, Denmark",8 Months,25910,Denmark,2003,8 Months
Africa,Uganda,WS,WS,Joint Water and Sanitation Review in Uganda,Sida,Swedish International Development Cooperation Agency - Sida ,1 Months,1,Sweden,2003,1 Months
Africa,Zambia,WS,WS,Proposed Support to Water Reform Project. Financial Assessment (Poverty-focused) - Willingness/Ability to Pay,WB,The World Bank - Aijaz Ahmad,4 Months,25910,WB,2003,4 Months
Asia,Vietnam,WS,WS,Assessment of WaterSPS reporting system and assist the CPMU to prepare and conduct 3 workshops on application of LFA,DPMU,,1 Months,1,,2003,1 Months
Africa,Tanzania,WS,WS,Consultancy support to development of the Water Supply and Sanitation Component for Africa of the EU Water Initiative for the World Summit on Sustainable Development.,Danida,"Ministry of Foreign Affairs, Denmark",14 Months,62340,Denmark,2002,14 Months
Africa,Botswana,WS,WS,"Integrated Management Plan for the Okavango Delta, Botswana",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2002,1 Months
Africa,South Africa,WS,WS,"Review - Integrated Water Resource Management. Strategies, Guidelines and Pilot Implementation in Three Water Management Areas.",Danida,"Ministry of Foreign Affairs, Denmark",11 Months,103010,Denmark,2002,11 Months
Africa,Uganda,WS,WS,Appraisal of the Water Sector Support Programme and facilitation of the 5 year plan,Danida,"Ministry of Foreign Affairs, Denmark",15 Months,228950,Denmark,2002,15 Months
Africa,South Africa,WS,ENM,Appraisal of Phase II Water Quality in Dense Settlements,Danced,"Danish Environmental Protection Agency, Danced",1 Months,1,Denmark,1998,1 Months
Africa,South Africa,WS,ENM,"Water Quality in Dense Settlements, South Africa.",Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,1998,1 Months
Africa,Uganda,WS,WS,Finalisation of 5 year Operational Plan - Uganda,Hifab Int,,1 Months,1,,2002,1 Months
Africa,Uganda,WS,WS,"Review of Water Sector, Uganda",Danida,"Ministry of Foreign Affairs, Denmark",16 Months,73670,Denmark,2002,16 Months
Africa,Zambia,WS,WS,"Progress Review of ZACPRO6, Phase 2 - Development of an Integrated Water Management Plan for the Zambezi River Basin.",Danida,"Ministry of Foreign Affairs, Denmark",10 Months,36270,Denmark,2002,10 Months
Asia,Vietnam,WS,WS,Joint Annual Sector Review - Water Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2002,1 Months
Asia,Vietnam,WS,WS,Annual Sector Review - Watsan Sector,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2002,1 Months
Global,Global,WS,WS,"Pre-appraisal of Water Resources Planning and Management, Nile Basin Initiative.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,"8,011",Denmark,2001,1 Months
Africa,Botswana,WS,WS,"Water Conservation and Water Demand Management Project (DWA), Botswana",Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,2001,1 Months
Africa,Ghana,WS,WS,"Review of Volta Region Community Water and Sanitation Component (Phase 2), Water Sector Programme Support.",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,136940,Denmark,2001,2 Months
Africa,Uganda,WS,WS,Finalisation of Function Descriptions and Organisational Structure for the Directorate of Water Development.,Danida,"Ministry of Foreign Affairs, Denmark",21 Months,80420,Denmark,2001,21 Months
Africa,Uganda,WS,WS,Finalisation of Function Descriptions and Organisational Structure of Water Resources Management Department (WRMD) and Preparation of Operational Job Descriptions and Duty Schedules for WRMD Professional Staff.,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,45340,Denmark,2001,7 Months
Africa,Uganda,WS,WS,Joint Government of Uganda/Donor Water and Sanitation Sector Review.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2001,1 Months
Asia,Bangladesh,WS,WS,"Support the Institutional Development Unit, Water Sector Bangladesh, 2000 - 2004",Danida,"Ministry of Foreign Affairs, Denmark",29 Months,264940,Denmark,2001,29 Months
Asia,Bangladesh,WS,WS,Appraisal of the Urban Water Supply and Sanitation Component of the Water Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",10 Months,81850,Denmark,2001,10 Months
Asia,India ,WS,WS,"Review of Rural Water Supply and Sanitation Project, Karnataka",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,34000,Denmark,2001,2 Months
Asia,Thailand,WS,WS,"Appraisal Mission, Management Support to Wastewater Management Authority",Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,2001,1 Months
Asia,Vietnam,WS,WS,"Training Needs Assessment and Training Plan Preparation for Institutions Supporting the Implementation of IWRM and the Law on Water Resources (NWRC, DWRHWM, Office of the NWRC, NWRC Working Groups)",Danida,"Ministry of Foreign Affairs, Denmark",7 Months,21540,Denmark,2001,7 Months
Europe,Estonia,WS,WS,"Consulting Services for Water Supply in 4-6 towns, Estonia.",Dancee,Dancee,1 Months,1,Denmark,2001,1 Months
Africa,Burkina Faso,WS,WS,"Burkina Faso, Gire Project, QA Mission",CBI,,1 Months,1,Denmark,2000,1 Months
Africa,South Africa,WS,WS,"Tender Evaluation: Integrated Water Resource Management Strategies, Guidelines and Implementation in Three water Management Areas",Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,2000,1 Months
Africa,Ghana,WS,ENM,Urban Environmental Sanitation Project - Nation Wide Capacity Building (4 years),NDF,Nordic Development Fund,74 Months,534810,Nordic,1997,74 Months
Africa,South Africa,WS,WS,"Desk Appraisal of core projects under the Zambezi River System Action Plan (ZACPRO 6), Phase II, Zimbabwe.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Africa,Uganda,WS,WS,"Development of a plan of how to prepare the Uganda Sanitation Sector to commence implementing a national sanitation strategy, and assist with initial stages.",Danida,"Ministry of Foreign Affairs, Denmark",8 Months,49440,Denmark,2000,8 Months
Africa,Uganda,WS,WS,"Water Sector Programme Support: Institutional, organisational and Financial Study of DWD",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Africa,Uganda,WS,WS,Water sector programme support phase 2,Danida,"Ministry of Foreign Affairs, Denmark",49 Months,132380,Denmark,2000,49 Months
Africa,Kenya,WS,ENM,Environmental Sanitation Investment Plan,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Africa,Uganda,WS,WS,GoU/Development Partner Joint Review Of The Water and Sanitation Sector - annually since 2000,Danida,"Ministry of Foreign Affairs, Denmark",74 Months,202540,Denmark,2000,74 Months
Asia,Bangladesh,WS,WS,"Sector Programme Support, Water Supply and Sanitation - Consultancy Assistance to Institutional Development Component",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,64540,Denmark,2000,3 Months
Asia,Bangladesh,WS,WS,Annual Sector Review - Sector Programme Support to the Water Supply and Sanitation Sector.,Danida,"Ministry of Foreign Affairs, Denmark",9 Months,31190,Denmark,2000,9 Months
Asia,China,WS,WS,Evaluation of Water and Sewage Treatment Plants in China,Sida,Swedish International Development Cooperation Agency - Sida ,4 Months,112290,Sweden,2000,4 Months
Asia,Malaysia,WS,WS,Project Preparation & Design Mission for a Project Document on “Integrated River Basin Management in Peninsular Malaysia”,Danced,Danced,22 Months,178710,Denmark,2000,22 Months
Asia,Vietnam,WS,WS,Component Formulation: Capacity Building of Water Sector Institutions - Water Sector Programme Support ,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,99290,Denmark,2000,3 Months
Europe,Lithuania,WS,WS,Desk Appraisal of three projects in the water sector and two inspection and control projects (EU accession).,Dancee,Dancee,1 Months,1,Denmark,2000,1 Months
Europe,Lithuania,WS,WS,"Three projects in the water sector and two inspection and control projects (EU accession), Latvia and Lithuania.",Dancee,Dancee,1 Months,1,Denmark,2000,1 Months
Europe,Latvia,WS,WS,"Three projects in the water sector and two inspection and control projects (EU accession), Latvia and Lithuania.",Dancee,Dancee,1 Months,1,Denmark,2000,1 Months
Europe,Russia,WS,WS,"Reduction of energy consumption and other recurrent costs in Pskov City water supply network and Sustainable rehabilitation of Velikie Luki water supply, Pskov Region ",Dancee,Dancee,1 Months,1,Denmark,2000,1 Months
Africa,Angola,WS,WS,Water Sector Development Project: Water Tariff Study,World Bank,World Bank,8 Months,128560,WB,1999,8 Months
Africa,Burkina Faso,WS,WS,"Appraisal Mission –Programme Centre Régional pour l´Eau Potable et l’Assainissement à faible cout (CREPA), Phase IV (2000-2004)",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Egypt,WS,WS,"Appraisal Mission - El Obour Water Treatment Plant, Phase 2.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Ghana,WS,WS,WSPS: Capacity Building Component - Community Water and Sanitation Sector (4 years),Danida,"Ministry of Foreign Affairs, Denmark",50 Months,917080,Denmark,1999,50 Months
Africa,South Africa,WS,WS,Appraisal of Integrated Water Resources Management Project,Danced,"Danish Environmental Protection Agency, Danced",1 Months,1,Denmark,1999,1 Months
Africa,Uganda,WS,WS,"Appraisal of Phase 2 of the SPS Component: Support to Water Resources Management Department, Directorate of Water Development",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Africa,Uganda,WS,WS,Review of Water Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Asia,Bhutan,WS,WS,"Appraisal of Rural Water Supply and Sanitation Component, Health Sector Programme Support, Bhutan.",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,167588.4029,Denmark,1999,2 Months
Asia,Cambodia,WS,WS,Technical support to the development of the Mekong River Commission Secretariat Environment Programme.,MRC,,1 Months,1,,1999,1 Months
Asia,China,WS,WS,"Appraisal of a Waste Water Treatment Project in Huaiyin City, Jiangsu Province and in Anyang City, Henan Province.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Asia,China,WS,WS,Appraisal of Waste Water and Sewage Recycle Treatment Projects in Zibo and Shunyi,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Asia,Vietnam,WS,WS,Review of the Buon Ma Thuot Water Supply and Sanitation Project.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Asia,Vietnam,WS,WS,Formulation and updating of Water Sector Programme Support,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Americas,Ecuador,WS,WS,Appraisal Mission: Ambato Water Project,WB,World Bank,1 Months,1,WB,1999,1 Months
Americas,Peru,WS,WS,Reforming Municipal Water Utilities: Assessment of Economic and Financial Sustainability of Water Companies.,WB,World Bank,1 Months,1,WB,1999,1 Months
Africa,Ghana,WS,WS,Operation and Maintenance of Community Water Supply Facilities - Spare Parts Study.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1998,1 Months
Africa,Ghana,WS,WS,"Eastern & Greater Accra Regions Community Water Supply and Sanitation Programmes, Ghana.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1998,1 Months
Asia,China,WS,WS,Appraisal of Waste Water and Sewage Recycle Treatment Projects in Zibo and Shunyi,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1998,1 Months
Asia,India ,WS,GCS,Strategy options for institutional innovations and for financial viability of rural water supply and sanitation projects.,WB,World Bank,1 Months,1,WB,1996,1 Months
Africa,Ghana,WS,WS,Volta Region Rural Water Supply and Sanitation Project - Senior Adviser (short-term input),Danida,"Ministry of Foreign Affairs, Denmark",7 Months,135670,Denmark,1997,7 Months
Africa,Ghana,WS,WS,Appraisal Mission - Eastern & Greater Accra Regions Community Water Supply and Sanitation Programmes,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Africa,Ghana,WS,WS,Interim Capacity Bldg. Support - Community Water and Sanitation Sector (2 years),Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Asia,Thailand,WS,WS,Pre-Appraisal - Mekong Basin Development Plan,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Asia,Vietnam,WS,WS,"Support to Water Resources Management, Dak Lak Province, Vietnam.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Americas,Nicaragua,WS,WS,Action Plan for Management of Water Resources - Review and preparation of Project Document for the Consolidation Phase.,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Americas,Nicaragua,WS,WS,Mid Term Review of Action Plan for Water Resources,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1997,1 Months
Africa,Egypt,WS,WS,"Appraisal Mission - El Obour Water Treatment Plant, Phase 1.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Africa,Ghana,WS,WS,"Appraisal Mission - Volta Region Community Water Supply and Sanitation Programme, Phase 2",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Africa,Ghana,WS,WS,Formulation of Water Sector Programme Support (WSPS),Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Americas,Guatemala,WS,ENM,"Identification of the possibilities of mixed credit financing in a number of projects identified in Guatemala and Costa Rica (i.e. waste water and solid waste treatment, water supply)",CABEI,,1 Months,1,,1996,1 Months
Africa,Ghana,WS,WS,"Support to Community Water and Sanitation Division, Ministry of Works and Housing (2 years)",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Africa,Ghana,WS,WS,"Volta Region Community Water Supply and Sanitation Programme, Phase 2, Ghana.",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Africa,South Africa,WS,WS,Programme of Support for the Department of Water Affairs & Forestry - Eastern Cape,CBI,,1 Months,1,Denmark,1996,1 Months
Africa,South Africa,WS,WS,Support to Community Water Supply and Sanitation,Department of Water Affairs and Forestry,Department of Water Affairs and Forestry,26 Months,418570,,1996,26 Months
Asia,Mekong ,WS,WS,"Appraisal/Formulation of the Mekong River Basin Development Programme (Thailand, Lao PDR, Vietnam, Cambodia)",Danida/ Sida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
Americas,Peru,WS,WS,Pre-Appraisal - Qusqo Water Supply Project,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1996,1 Months
